"4R","Onza pie",
"F22","Libra fuerza por pie entre amper",
"F21","Libra fuerza pulgada",
"G20","Libra-fuerza pie por libra",
"L41","Onza (avoirdupois) fuerza pulgada",
"M92","Libra fuerza pie","Producto de la unidad libra fuerza, de acuerdo con el sistema de unidades Anglo-Americano, y la unidad pie, de acuerdo con el sistema de unidades, Anglo-Americano y el sistema imperial de unidades."
"M95","Poundal pie","Producto de la unidad poundal, no conforme al sistema internacional de unidades, y la unidad pie, de acuerdo con el sistema de unidades Anglo-Americano y el sistema imperial."
"M96","Poundal pulgada","Producto de la unidad poundal, no conforme al sistema internacional de unidades, y la unidad pulgada, de acuerdo con el sistema de unidades Anglo-Americano y el sistema imperial."
"M97","Dina metro","CGS (Centímetro-Gramo-Segundo sistema) unidad del momento de rotación."
"C57","Newton segundo",
"C53","Newton metro segundo",
"74","Milipascal",
"MPA","Megapascal",
"PAL","Pascal","Es la presión uniforme que, actuando sobre una superficie plana de 1 metro cuadrado, ejerce perpendicularmente a esta superficie una fuerza total de 1 newton. "
"KPA","Kilopascal",
"BAR","Bar [unidad de presión]","Se denomina bar a una unidad de presión equivalente a un millón de barias, aproximadamente igual a una atmósfera (1 atm). Su símbolo es «bar»."
"HBA","Hectobar ",
"MBR","Milibar",
"KBA","Kilobar",
"ATM","Atmósfera estándar","Es un modelo de la atmósfera terrestre que permite obtener los valores de presión, temperatura, densidad y viscosidad del aire en función de la altitud. Su función es proporcionar un marco de referencia invariante para la navegación aérea y para la realiz"
"A89","Gigapascal",
"B96","Micropascal",
"A97","Hectopascal",
"H75","Decapascal",
"B85","Microbar",
"C55","Newton por metro cuadrado",
"C56","Newton por milimetro cuadrado",
"H07","Pascal segundo por bar",
"F94","Hectopascal metro cúbico por segundo",
"F93","Hectopascal litro por segundo",
"F82","Hectopascal por kelvin",
"F83","Kilopascal por kelvin",
"F98","Megapascal metro cúbico por segundo",
"F97","Megapascal litro por segundo",
"F85","Megapascal por kelvin",
"F96","Milibar metro cúbico por segundo",
"F95","Milibar litro por segundo",
"F84","Milibar por kelvin",
"G01","Pascal metro cúbico por segundo",
"F99","Pascal litro por segundo",
"F77","Pascal segundo por kelvin",
"E01","Newton por centímetro cuadrado","Medida de la presión expresada en newtons por centímetro cuadrado"
"FP","Libra por pie cuadrado",
"PS","Libra fuerza por pulgada cuadrada",
"80","Libra por pulgada cuadrado absoluta",
"F79","Pulgada de mercurio",
"F78","Pulgada de agua",
"K31","Gramo-fuerza por centímetro cuadrado",
"E42","Kilogramo-fuerza por centímetro cuadrado",
"E41","Kilogramo-fuerza por milímetro cuadrado",
"K85","Libra-fuerza por pie cuadrado",
"K86","Libra-fuerza por pulgada cuadrada grados fahrenheit",
"N13","Centímetro de mercurio (0°)","Unidad de presión no conforme al sistema internacional, en la cuál el valor de 1 cmHg cumple con la presión estática, que es generada por un mercurio a una temperatura de 0 ° C con una altura de 1 centímetro."
"N14","Centímetro de agua (4°)","Unidad de presión no conforme al sistema internacional, en la cuál el valor de 1 cmH2O cumple con la presión estática, que es generada por una cabeza de agua a una temperatura de 4 ° C con una altura de 1 centímetro."
"N15","Pie de agua (39.2 °f)","Unidad de presión no conforme al sistema internacional, de acuerdo con el sistema Anglo-Americano e Imperial para unidades, mientras que el valor de 1 ft H2O es equivalente a la presión estática, que es generada por una cabeza de agua a una temperatura de"
"N16","Pulgada de mercurio (32 °f)","Unidad de presión no conforme al sistema internacional, de acuerdo con el sistema Anglo-American e Imperial para unidades, mientras que el valor de 1 inHg cumple con la presión estática, que es generada por un mercurio a una temperatura de 32 ° F con una "
"N17","Pulgada de mercurio (60 °f)","Unidad de presión no conforme al sistema internacional sino según al sistema Anglo-Americano e Imperial para unidades, mientras que el valor de 1 in Hg satisface la presión estática, que es generada por un mercurio a una temperatura de 60 ° F con una altu"
"N18","Pulgada de agua (39.2 °f)","Unidad de presión no conforme al sistema internacional sino de acuerdo con el sistema Anglo-Americano e Imperial para unidades, mientras que el valor de 1 inH2O satisface la presión estática, que es generada por una cabeza de agua a una temperatura de 39,"
"N19","Pulgada de agua (60 °f)","Unidad de presión no conforme al sistema internacional sino según al sistema Anglo-Americano e Imperial para unidades, mientras que el valor de 1 inH2O satisface la presión estática, que es generada por una cabeza de agua a una temperatura de 60 ° F con u"
"N20","Kip por pulgada cuadrada","Unidad de presión no conforme al sistema internacional de unidades sino de acuerdo con el sistema Anglo-Americano de unidades como el 1000 veces de la unidad de fuerza de libra fuerza dividida por la potencia de la unidad de pulgada por el exponente 2."
"N21","Poundal por pie cuadrado","Unidad de presión no conforme al sistema internacional según el sistema Imperial de unidades según NIST: 1 pdl / ft² = 1,488 164 Pa."
"N22","Onza (avoirdupois) por pulgada cuadrada","Unidad de la masa específica de la superficie (onza de avoirdupois según el sistema del avoirdupois de unidades según la superficie pulgada cuadrada según el sistema Anglo-Americano e imperial de unidades)."
"N23","Metro convencional de agua","No es una unidad de presión del sistema internacional, mientras que un valor de 1 mH2O es equivalente a la presión estática, que es producida por una columna de agua de un metro de alto."
"N24","Gramo por milímetro cuadrado","0.001 veces el kilo de unidad de basedel sistema internacional dividido por el 0,000 001 veces de la potencia del medidor de unidad de base del sistema internacional por el exponente 2."
"N25","Libra por yarda cuadrada","Unidad para la masa relacionada con el área como una unidad de la libra según el sistema de la unidad del avoirdupois dividido por la potencia del patio de la unidad según el sistema Anglo-Americano e imperial de unidades con el exponente 2."
"N26","Poundal por pulgada cuadrada","Unidad de presión no conforme al sistema internacional sino según el sistema Imperial de unidades (poundal por pulgada cuadrada)."
"E99","Hectopascal por bar",
"F05","Megapascal por bar",
"F04","Milibar por bar",
"F07","Pascal por bar",
"F03","Kilopascal por bar",
"L52","Libra.fuerza por pulgada cuadrada por libra fuerza por pulgada cuadrada",
"J56","Bar por bar",
"C96","Pascal recíproco o pascal a la potencia menos 1 ",
"F58","Bar recíproco",
"B83","Metro a la cuarta potencia",
"G77","Milímetro a la cuarta potencia ",
"D69","Pulgada a la cuarta potencia",
"N27","Pie a la cuarta potencia ","Potencia de la unidad pie, de acuerdo con el sistema Anglo-Americano e Imperial de unidades, elevado al exponente 4 de acuerdo con NIST: 1 ft4 = 8,630 975 m4."
"C65","Pascal segundo","Es la viscosidad dinámica de un fluido homogéneo, en el cual, el movimiento rectilíneo y uniforme de una superficie plana de 1 metro cuadrado, da lugar a una fuerza retardatriz de 1 newton, cuando hay una diferencia de velocidad de 1 metro por segundo ent"
"N37","Kilogramo por metro segundo","Unida de la viscosidad dinámica como un cociente de la unidad kilogramo del sistema internacional entre la unidad metro y por segundo del sistema internacional de unidades."
"N38","Kilogramo por metro minuto","Unida de la viscosidad dinámica como un cociente de la unidad kilogramo del sistema internacional entre la unidad metro y por minuto del sistema internacional de unidades."
"C24","Milipascal segundo",
"N36","Newton segundo por metro cuadrado","Unidad de la viscosidad dinámica como un producto de la unidad de la presión (newton por metro cuadrado) multiplicado con la unidad de base SI segundo."
"N39","Kilogramo por metro día","Unidad de la viscosidad dinámica como un cociente de unidad base kilogramo dividido por la unidad base metro y por la unidad de día, ambas del sistema internacional. "
"N40","Kilogramo por metro hora","Unidad de la viscosidad dinámica como cociente de la unidad base kilogramo dividido por la unidad base metro y por unidad de hora, ambas del sistema internacional."
"N41","Gramo por centímetro segundo","Unidad de la viscosidad dinámica como un cociente del 0,001 veces de la unidad base kilogramo dividido por el 0,01 veces de la unidad base metro y la unidad base segundo, del sistema internacional de unidades."
"89","Poise","El poise (símbolo: P) es la unidad de viscosidad dinámica del sistema cegesimal de unidades."
"C7","Centipoise",
"F06","Poise por bar",
"F86","Poise por kelvin",
"J32","Micropoise",
"J73","Centipoise por kelvin",
"J74","Centipoise por bar",
"K67","Libra por pie hora",
"K68","Libra por pie segundo",
"K91","Libra-fuerza segundo por pie cuadrado",
"K92","Libra-fuerza segundo por pulgada cuadrada",
"L15","Milipascal segundo por kelvin",
"L16","Milipascal segundo por bar",
"L64","Slug por pie segundo",
"N34","Poundal segundo por pie cuadrado","Unidad de viscosidad no conforme al sistema internacional."
"N35","Poise por pascal","CGS (Centímetro-Gramo-Segundo sistema) unidad poise dividido por la unidad derivada del sistema internacional, pascal."
"N42","Poundal segundo por pulgada cuadrada","Unidad de viscosidad dinámica no conforme al sistema internacional sino según el sistema Imperial de unidades, como producto de la  unidad de presión (poundal por pulgada cuadrada) multiplicada por la unidad base segundo, del sistema internacional de unid"
"N43","Libra por pie minuto","Unidad de la viscosidad dinámica según el sistema Anglo-Americano de unidades."
"N44","Libra por pie día","Unidad de la viscosidad dinámica según el sistema Anglo-Americano de unidades."
"S4","Metro cuadrado por segundo","Sinónimo: metro cuadrado por segundo"
"M82","Metro cuadrado por segundo pascal","Potencia de la unidad base, metro, del sistema internacional con el exponente 2, dividido por la unidad base, segundo, y la unidad derivada, pascal, ambas del sistema internacional."
"C17","Milímetro cuadrado por segundo",
"G41","Metro cuadrado por segundo bar",
"G09","Metro cuadrado por segundo kelvin",
"91","Stokes","El Stokes es la unidad de viscosidad cinemática en el Sistema Cegesimal de Unidades"
"4C","Centistokes",
"G46","Stokes por bar",
"G10","Stokes por kelvin",
"S3","Pie cuadrado por segundo","Sinónimo: pie cuadrado por segundo"
"G08","Pulgada cuadrada por segundo",
"M79","Pie cuadrado por hora","Potencia de la unidad pie, de acuerdo con el sistema Anglo-Americano e Imperial de unidades, elevado al exponente 2 y dividido por la unidad derivada pascal del sistema internacional de unidades."
"M80","Stokes por pascal","CGS (Centímetro-Gramo-Segundo sistema) unidad stokes dividido por la unidad derivada del sistema internacional, pascal."
"M81","Centímetro cuadrado por segundo",
"4P","Newton por metro",
"C22","Milinewton por metro",
"M23","Newton por centímetro",
"N31","Kilonewton por metro","1000 veces de la unidad derivada newton dividido por el metro, ambas unidades del sistema internacional."
"N32","Poundal por pulgada","Unidad de tensión superficial de acuerdo con el sistema de unidad Imperial como cociente de poundal por pulgada."
"N33","Libra-fuerza por yarda","Unidad de fuerza por unidad de longitud basado en el sistema Anglo-Americano de unidades."
"M34","Newton metro por metro cuadrado",
"JOU","Joule","Es el trabajo producido por una fuerza de 1 newton, cuyo punto de aplicación se desplaza 1 metro en la dirección de la fuerza. "
"KJO","Kilojoule",
"A68","Exajoule",
"C68","Petajoule",
"D30","Terajoule",
"GV","Gigajoule",
"3B","Megajoule",
"C15","Milijoule",
"A70","Femtojoule",
"A13","Attojoule"," Una unidad SI de la energía, el trabajo, y el calor igual a 10 -18 joules"
"WHR","Watt hora",
"MWH","Megawatt hora","Unidad de potencia que define la cantidad total de energía a granel transferida o consumida."
"KWH","Kilowatt hora",
"GWH","Gigawatt hora",
"D32","Terawatt hora ",
"A53","Electrónvolt",
"B71","Megaelectrónvolt",
"A85","Gigaelectrónvolt",
"B29","Kiloelectrónvolt",
"85","Pie libra-fuerza",
"N46","Pie poundal","Unidad de trabajo (trayectoria de fuerza)"
"N47","Pulgada poundal","Unidad de trabajo (fuerza multiplicado por trayectoria) de acuerdo con el sistema imperial de unidades como el producto de la unidad pulgada multiplicada por el poundal."
"WTT","Watt","Es la potencia que da lugar a una producción de energía igual a 1 joule por segundo. "
"KWT","Kilowatt",
"MAW","Megawatt","Unidad de potencia que define la tasa de energía transferida o consumida cuando una corriente de 1000 amperes fluye debido a un potencial de 1000 volts al factor de potencia unitario."
"A90","Gigawatt",
"C31","Miliwatt",
"D80","Microwatt",
"F80","Caballos de fuerza de agua","Define la cantidad de potencia requerida para mover un volumen dado de agua contra la aceleración de la gravedad a una elevación especificada (cabezal de presión)."
"A74","Pie libra-fuerza por segundo",
"BHP","Potencia al freno",
"K15","Pie libra-fuerza por hora",
"K16","Pie libra-fuerza por minuto",
"K42","Caballo de fuerza de caldera ","Es la cantidad de energía requerida para producir 34,5 libras (15,65 kg) de vapor por hora a presión y temperatura 0 psig (0 bar) y 212 o F (100 o C) - con agua de alimentación a presión 0 psig y la temperatura 212 o F."
"N12","Pferdestaerke","Unidad obsoleta de la potencia relativa a DIN 1301-3: 1979: 1 PS = 735.498 75 W."
"KGS","Kilogramo por segundo",
"H56","Kilogramo por metro cuadrado segundo",
"M87","Kilogramo por segundo pascal","Es la unidad base kilogramo dividido por el producto de la unidad base segundo y la derivada de la unidad pascal."
"4M","Miligramo por hora",
"F26","Gramo por día",
"F62","Gramo por día bar",
"F35","Gramo por día kelvin",
"F27","Gramo por hora",
"F63","Gramo por hora bar",
"F36","Gramo por hora kelvin",
"F28","Gramo por minuto",
"F64","Gramo por minuto bar",
"F37","Gramo por minuto kelvin",
"F29","Gramo por segundo",
"F65","Gramo por segundo bar",
"F38","Gramo por segundo kelvin",
"F30","Kilogramo por día",
"F66","Kililogramo por día bar",
"F39","Kilogramo por día kelvin",
"E93","Kilogramo por hora",
"F67","Kilogramo por hora bar",
"F40","Kilogramo por hora kelvin",
"F31","Kilogramo por minuto",
"F68","Kilogramo por minuto bar",
"F41","Kilogramo por minuto kelvin",
"F69","Kilogramo por segundo bar",
"F42","Kilogramo por segundo kelvin",
"F32","Miligramo por dia",
"F70","Miligramo por día bar",
"F43","Miligramo por día kelvin",
"F71","Miligramo por hora bar",
"F44","Miligramo por hora kelvin",
"F33","Miligramo por minuto",
"F72","Miligramo por minuto bar",
"F45","Miligramo por minuto kelvin",
"F34","Miligramo por segundo",
"F73","Miligramo por segundo bar",
"F46","Miligramo por segundo kelvin",
"F25","Gramo por hertz",
"4W","Tonelada por hora",
"4U","Libra por hora",
"K66","Libra (avoirdupois) por día",
"K73","Libra (avoirdupois) por hora grados fahrenheit",
"K74","Libra (avoirdupois) por hora libra-fuerza por pulgada cuadrada",
"K78","Libra (avoirdupois) por minuto",
"K79","Libra (avoirdupois) por minuto grados fahrenheit",
"K80","Libra (avoirdupois) por minuto libra-fuerza por pulgada cuadrada",
"K81","Libra (avoirdupois) por segundo",
"K82","Libra (avoirdupois)por segundo grados fahrenheit",
"K83","Libra (avoirdupois) por segundo libra-fuerza por pulgada cuadrada",
"L33","Onza (avoirdupois) por día",
"L34","Onza (avoirdupois) por hora",
"L35","Onza (avoirdupois) por minuto",
"L36","Onza (avoirdupois) por segundo",
"L63","Slug por día",
"L66","Slug por hora",
"L67","Slug por minuto",
"L68","Slug por segundo",
"L71","Tonelada por día",
"L72","Tonelada por día kelvin",
"L73","Tonelada por día bar",
"E18","Tonelada por hora","Una unidad de peso o masa equivalente a una tonelada métrica por hora."
"L74","Tonelada por hora kelvin",
"L75","Tonelada por hora bar",
"L78","Tonelada por minuto",
"L79","Tonelada por minuto kelvin",
"L80","Tonelada por minuto bar",
"L81","Tonelada por segundo",
"L82","Tonelada por segundo kelvin",
"L83","Tonelada por segundo bar",
"L85","Tonelada larga por día",
"L88","Tonelada corta por día",
"L89","Tonelada corta por hora grados fahrenheit",
"L90","Tonelada corta por hora libra-fuerza por pulgada cuadrada",
"M88","Tonelada por mes","Unidad tonelada métrica dividida por la unidad mes"
"M89","Tonelada por año","Unidad tonelada métrica dividida por la unidad año con 365 días"
"M90","Kilolibra por hora","1000 veces la unidad de la masa libra avoirdupois de acuerdo con el sistema unitario avoirdupois dividido por la unidad de hora."
"J33","Microgramo por kilogramo",
"L32","Nanogramo por kilogramo",
"NA","Miligramo por kilogramo",
"M29","Kilogramo por kilogramo",
"M91","Libra por libra","Proporción de la masa consistente en la libra avoirdupois según el sistema unitario avoirdupois dividido por la libra avoirdupois según el sistema unitario avoirdupois."
"MQS","Metro cúbico por segundo",
"MQH","Metro cúbico por hora",
"40","Mililitro por segundo",
"41","Mililitro por minuto",
"LD","Litro por día",
"2J","Centímetro cúbico por segundo",
"4X","Kilolitro por hora",
"L2","Litro por minuto",
"G47","Centímetro cúbico por día",
"G78","Centímetro cúbico por día bar",
"G61","Centímetro cúbico por día kelvin",
"G48","Centímetro cúbico por hora",
"G79","Centímetro cúbico por hora bar",
"G62","Centímetro cúbico por hora kelvin",
"G49","Centímetro cúbico por minuto",
"G80","Centímetro cúbico por minuto bar",
"G63","Centímetro cúbico por minuto kelvin",
"G81","Centímetro cúbico por segundo bar",
"G64","Centímetro cúbico por segundo kelvin",
"E92","Decímetro cúbico por hora",
"G52","Metro cúbico por día",
"G86","Metro cúbico por día bar",
"G69","Metro cúbico por día kelvin",
"G87","Metro cúbico por hora bar",
"G70","Metro cúbico por hora kelvin",
"G53","Metro cúbico por minuto",
"G88","Metro cúbico por minuto bar",
"G71","Metro cúbico por minuto kelvin",
"G89","Metro cúbico por segundo bar",
"G72","Metro cúbico por segundo kelvin",
"G82","Litro por día bar",
"G65","Litro por día kelvin",
"G83","Litro por hora bar",
"G66","Litro por hora kelvin",
"G84","Litro por minuto bar",
"G67","Litro por minuto kelvin",
"G51","Litro por segundo",
"G85","Litro por segundo bar",
"G68","Litro por segundo kelvin",
"G54","Mililitro por día",
"G90","Mililitro por día bar",
"G73","Mililitro por día kelvin",
"G55","Mililitro por hora",
"G91","Mililitro por hora bar",
"G74","Mililitro por hora kelvin",
"G92","Mililitro por minuto bar",
"G75","Mililitro por minuto kelvin",
"G93","Mililitro por segundo bar",
"G76","Mililitro por segundo kelvin",
"2K","Pie cúbico por hora",
"2L","Pie cúbico por minuto",
"5A","Barril por minuto",
"G2","Galón por minuto",
"G3","Galón por minuto",
"G56","Pulgada cúbica por hora",
"G57","Pulgada cúbica por minuto",
"G58","Pulgada cúbica por segundo",
"G50","Galón por hora",
"J58","Barril (petróleo reino unido) por minuto",
"J59","Barril (petróleo reino unido) por día",
"J60","Barril (petróleo reino unido) por hora",
"J61","Barril (petróleo reino unido) por segundo",
"J62","Barril (petróleo estados unidos) por hora",
"J63","Barril (petróleo estados unidos) por segundo",
"J64","Bushel (reino unido) por día ",
"J65","Bushel (reino unido) por hora",
"J66","Bushel (reino unido) por minuto",
"J67","Bushel (reino unido) por segundo",
"J68","Bushel (seco,estados unidos) por día",
"J69","Bushel (seco,estados unidos) por hora",
"J70","Bushel (seco,estados unidos) por minuto",
"J71","Bushel (seco,estados unidos) por segundo",
"J90","Decímetro cúbico por día",
"J92","Decímetro cúbico por minuto",
"J93","Decímetro cúbico por segundo",
"N45","Metro cúbico por segundo pascal","Potencia de la unidad metro del sistema internacional por el exponente 3 dividido por el producto de la unidad base segundo y la unidad derivada pascal, ambas del sistema internacional de unidades."
"J95","Onza (fluido, reino unido) por día",
"J96","Onza (fluido, reino unido) por hora",
"J97","Onza (fluido, reino unido) por minuto",
"J98","Onza (fluido, reino unido) por segundo",
"J99","Onza (fluido, estados unidos) por día",
"K10","Onza (fluido, estados unidos) por hora",
"K11","Onza (fluido, estados unidos) por minuto",
"K12","Onza (fluido, estados unidos) por segundo",
"K22","Pie cúbico por día",
"K26","Galón (reino unido) por día",
"K27","Galón (reino unido) por hora",
"K28","Galón (reino unido) por segundo",
"K30","Galón (líquido, estados unidos) por segundo",
"K32","Gill (reino unido) por día","Gill es una unidad de volumen inglesa en el sistema imperial y en los Estados Unidos. La versión imperial usada en el Reino Unido es de 5 onzas líquidas, y es equivalente a 142,0653125 ml; mientras que en los EE.UU. es de 4 onzas líquidas, y es equivalent"
"K33","Gill (reino unido) por hora",
"K34","Gill (reino unido) por minuto",
"K35","Gill (reino unido) por segundo",
"K36","Gill (estados unidos) por día",
"K37","Gill (estados unidos) por hora",
"K38","Gill (estados unidos) por minuto",
"K39","Gill (estados unidos) por segundo",
"K94","Cuarto (líquido, reino unido) por día",
"K95","Cuarto (líquido, reino unido) por hora",
"K96","Cuarto (líquido, reino unido) por minuto",
"K97","Cuarto (líquido, reino unido) por segundo",
"K98","Cuarto (líquido, estados unidos) por día",
"K99","Cuarto (líquido, estados unidos) por hora",
"L10","Cuarto (líquido, estados unidos) por minuto",
"L11","Cuarto (líquido, estados unidos) por segundo",
"L44","Peck (reino unido) por día",
"L45","Peck (reino unido) por hora",
"L46","Peck (reino unido) por minuto",
"L47","Peck (reino unido) por segundo",
"L48","Peck (seco, estados unidos) por día",
"L49","Peck (seco, estados unidos) por hora",
"L50","Peck (seco, estados unidos) por minuto",
"L51","Peck (seco, estados unidos) por segundo",
"L53","Pinta (reino unido) por día",
"L54","Pinta (reino unido) por hora",
"L55","Pinta (reino unido) por minuto",
"L56","Pinta (reino unido) por segundo",
"L57","Pinta (líquido, estados unidos) por día",
"L58","Pinta (líquido, estados unidos) por hora",
"L59","Pinta (líquido, estados unidos) por minuto",
"L60","Pinta (líquido, estados unidos) por segundo",
"M12","Yarda cúbica por día",
"M13","Yarda cúbica por hora ",
"M15","Yarda cúbica por minuto",
"M16","Yarda cúbica por segundo",
"H60","Metro cúbico por metro cúbico",
"F92","Bar metro cúbico por segundo",
"F91","Bar litro por segundo",
"K87","Libra-fuerza por pulgada cuadrada pulgada cúbica por segundo",
"K88","Libra-fuerza por pulgada cuadrada litro por segundo",
"K89","Libra-fuerza por pulgada cuadrada metro cúbico por segundo",
"K90","Libra-fuerza por pulgada cuadrada yarda cúbica por segundo",
"Q29","Microgramo por hectogramo","microgramo por hectogramo"
"Q37","Metro cúbico estándar por día","Metro cúbico estándar (temperatura 15 ° C y presión 101325 milibares) por día"
"Q38","Metro cúbico estándar por hora","Metro cúbico estándar (temperatura 15 ° C y presión 101325 milibares) por día"
"Q39","Metro cúbico normalizado por día","Metro cúbico estándar (temperatura 0° C y presión 101325 milibares) por día"
"Q40","Metro cúbico normalizado por hora","Metro cúbico estándar (temperatura 0° C y presión 101325 milibares) por día"
"KWN","Kilowatt hora por metro cúbico normalizado","Kilowatt hora por metro cúbico normalizado (temperatura 0 ° C y presión 101325 milibares)."
"KWS","Kilowatt hora por metro cúbico estándar","Kilowatt hora por metro cúbico normalizado (temperatura 15 ° C y presión 101325 milibares)."
"Q41","Joule por metro cúbico normalizado","Joule por metro cúbico normalizado (temperatura 0 ° C y presión 101325 milibares)."
"Q42","Joule por metro cúbico estándar","Joule por metro cúbico normalizado (temperatura 15 ° C y presión 101325 milibares)."
"KEL","Kelvin","Unidad de temperatura termodinámica, es la fracción 1/273,16 de la temperatura termodinámica del punto triple del agua. "
"CEL","Grados celsius","Consulte ISO 80000-5 (Cantidades y unidades - Parte 5: Termodinámica)"
"H12","Grado celsius por hora",
"F60","Grado celsius por bar",
"E98","Grado celsius por kelvin",
"H13","Grado celsius por minuto",
"H14","Grado celsius por segundo",
"F61","Kelvin por bar",
"F10","Kelvin por hora",
"F02","Kelvin por kelvin",
"F11","Kelvin por minuto",
"F12","Kelvin por segundo",
"N79","Kelvin por pascal","Unidad base del sistema internacional kelvin, dividido entre pascal, unidad base del sistema internacional"
"J20","Grado fahrenheit por kelvin",
"J21","Grado fahrenheit por bar",
"J26","Recíproco de grado fahrenheit",
"A48","Grado rankine","Consulte ISO 80000-5 (Cantidades y unidades - Parte 5: Termodinámica)"
"FAH","Grado fahrenheit","Consulte ISO 80000-5 (Cantidades y unidades - Parte 5: Termodinámica)"
"J23","Grado fahrenheit por hora",
"J24","Grado fahrenheit por minuto",
"J25","Grado fahrenheit por segundo",
"J28","Grado rankine por hora",
"J29","Grado rankine por minuto",
"J30","Grado rankine por segundo",
"C91","Recíproco de kelvin ó kelvin a la potencia menos 1",
"M20","Recíproco de megakelvin ó megakelvin a la potencia menos 1",
"C64","Pascal por kelvin",
"F81","Bar por kelvin",
"J55","Watt segundo",
"BTU","Unidad térmica británica (tabla internacional)",
"J39","Unidad térmica británica (significado)",
"J75","Caloría","Unidad de energía térmica, de símbolo cal, que equivale a la cantidad de calor necesaria para elevar 1 grado centígrado la temperatura de 1 gramo de agua."
"K51","Kilocaloría (significado)",
"E14","Kilocaloría (tabla internacional)",
"K53","Kilocaloría (termoquímico)",
"N66","Unidad térmica británica (39 °f)","Unidad de energía térmica según el sistema Imperial de unidades en una temperatura de referencia de 39 ° F."
"N67","Unidad térmica británica (59 °f)","Unidad de energía térmica según el sistema Imperial de unidades en una temperatura de referencia de 59 ° F."
"N68","Unidad térmica británica (60 °f)","Unidad de energía térmica según el sistema Imperial de unidades en una temperatura de referencia de 60 ° F."
"N69","Caloría (20 °c)","Unidad para la cantidad de calor, que se requiere para que 1g de agua libre de aire a una presión constante de 101.325 kPa, se caliente a la presión de la atmósfera estándar a nivel del mar, de 19,5 ° C a 20,5 ° C."
"N70","Quad","Unidad de energía de acuerdo al sistema imperial de unidades"
"N71","Termia (energía comercial)","Unidad de energía calorífica en uso comercial, dentro de Estados Unidos definida como: 1 thm (EC) = 100 000 BtuIT."
"N72","Termia (estado unidos)","Unidad de energía térmica en uso comercial."
"2I","Unidad térmica británica (tabla internacional) por hora",
"J44","Unidad térmica británica (tabla internacional) por minuto",
"J45","Unidad térmica británica (tabla internacional) por segundo",
"J47","Unidad térmica británica (termoquímica) por hora",
"J51","Unidad térmica británica (termoquímica) por minuto",
"J52","Unidad térmica británica (termoquímica) por segundo",
"J81","Caloría (termoquímica) por minuto",
"J82","Caloría (termoquímica) por segundo",
"E15","Kilocaloría (termoquímica) por hora",
"K54","Kilocaloría (termoquímica) por minuto",
"K55","Kilocaloría (termoquímica) por segundo",
"D54","Watt por metro cuadrado",
"N48","Watt por centímetro cuadrado","Unidad derivada del sistema internacional, watt, dividido por la potencia de la 0.01 parte de la unidad base del sistema internacional, metro al exponente 2."
"N49","Watt por pulgada cuadrada","Unidad derivada del sistema internacional, watt, dividido por la potencia de la unidad pulgada al exponente 2, de acuerdo al sistema de unidades Anglo-Americano y el sistema imperial de unidades."
"N50","Unidad térmica británica (tabla internacional) por pie cuadrado hora.","Unidad del flujo superficial de calor según el sistema Imperial de unidades."
"N51","Unidad térmica británica (termoquímica) por pie cuadrado hora.","Unidad del flujo superficial de calor según el sistema Imperial de unidades."
"N52","Unidad térmica británica (termoquímico) por pie cuadrado minuto.","Unidad del flujo superficial de calor según el sistema Imperial de unidades."
"N53","Unidad térmica británica (tabla internacional) por pie cuadrado segundo.","Unidad del flujo superficial de calor según el sistema Imperial de unidades."
"N54","Unidad térmica británica (termoquímica) por pie cuadrado segundo.","Unidad del flujo superficial de calor según el sistema Imperial de unidades."
"N55","Unidad térmica británica (tabla internacional) por pulgada cuadrada segundo.","Unidad del flujo superficial de calor según el sistema Imperial de unidades."
"N56","Caloría (termoquímica) por centímetro cuadrado minuto","Unidad del flujo superficial de calor según el sistema Imperial de unidades."
"N57","Caloría (termoquímica) por centímetro cuadrado segundo","Unidad del flujo superficial de calor según el sistema Imperial de unidades."
"D53","Watt por metro kelvin","Es la conductividad térmica de un cuerpo homogéneo isótropo, en la que una diferencia de temperatura de 1 kelvin entre dos planos paralelos, de área 1 metro cuadrado y distantes 1 metro, produce entre estos planos un flujo térmico de 1 watt."
"N80","Watt por metro grado celsius","Unidad derivada del sistema internacional, watt, dividido por el producto de la unidad base, metro, y la unidad de temperatura grados Celsius."
"N81","Kilowatt por metro kelvin","1000 veces de la unidad derivada, watt, dividido por el producto de la unidad de base metro y la unidad base kelvin, ambas del sistema internacional."
"N82","Kilowatt por metro grado celsius","1000 veces de la unidad derivada, watt, dividido por el producto de la unidad base metro y la unidad de temperatura grados Celsius."
"A22","Unidad térmica británica (tabla internacional) por segundo pie grado rankine",
"J40","Unidad térmica británica (tabla internacional) pie por hora pie cuadrado grado fahrenheit.",
"J41","Unidad térmica británica (tabla internacional) pulgada por hora pie cuadrado grado fahrenheit.",
"J42","Unidad térmica británica (tabla internacional) pulgada por segundo pie cuadrado grado fahrenheit.",
"J46","Unidad térmica británica (termoquímico) pie por hora pie cuadrado grado fahrenheit.",
"J48","Unidad térmica británica (termoquímico) pulgada por hora pie cuadrado grado fahrenheit.",
"J49","Unidad térmica británica (termoquímico) pulgada por segundo pie cuadrado grado fahrenheit.",
"J78","Caloría (termoquímica) por centímetro segundo grado celsius",
"K52","Kilocaloría (tabla internacional) por hora metro grado celsius",
"D55","Watt por metro cuadrado kelvin",
